start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
234.7543120181406,234.82397188208617,82,62,1,1,1,1,1,1
234.73109206349207,234.7543120181406,82,71,1,1
234.63821224489797,235.0329514739229,70,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234.6266022675737,235.54379047619048,79,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234.49889251700682,234.61499229024946,74,44,1,1,1,1,1,1,1,1,1,1
234.49889251700682,240.6212022675737,55,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234.39311882086167,234.63821224489797,70,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234.39311882086167,235.5786204081633,67,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234.3815088435374,234.80075192743766,94,53,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234.12608934240362,234.30023900226757,69,44,1,1,1,1,1,1,1,1,-5,-5,1,1,1,1,1
234.0448195011338,234.05642947845806,69,24,-5
234.02159954648525,234.1028693877551,96,36,2,2,2,2,2,2,2
233.94032970521542,234.49889251700682,55,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233.92871972789115,233.94032970521542,86,32,1
233.91710975056688,234.39311882086167,67,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233.7894,233.94032970521542,55,70,1,1,1,1,1,1,1,1,1,1,1,1,1
233.6965201814059,233.91710975056688,67,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233.68491020408163,233.7894,55,69,1,1,1,1,1,1,1,1,1
233.45271065759636,233.60364036281177,81,51,1,1,1,1,1,1,1,1,1,1,1,1,1
233.33661088435375,233.45271065759636,82,70,1,1,1,1,1,1,1,1,1,1
233.2205111111111,233.63847029478458,84,43,-4,2,2,2,2,2,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233.127631292517,233.33661088435375,82,46,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1
232.98831156462586,232.9999215419501,81,29,-5
232.907041723356,233.127631292517,82,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
232.8838217687075,232.907041723356,82,60,1,1
232.77933197278912,233.63847029478458,79,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.66323219954648,232.94187165532878,74,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.55874240362812,232.9767015873016,94,50,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.55874240362812,233.17407120181406,70,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.48908253968253,232.54713242630385,69,49,1,1,1,1,1
232.44264263038548,232.45425260770975,86,34,1
232.37169886621317,233.2205111111111,55,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.32525895691612,232.44264263038548,67,48,1,1,1,1,1,1,1,1,1,1,1
232.31364897959185,232.4774725623583,91,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.22076916099775,232.23237913832202,96,23,2
232.22076916099775,232.48908253968253,69,63,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.1394993197279,232.15110929705216,86,21,1
232.1046693877551,232.32525895691612,67,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231.8840798185941,231.89568979591837,67,18,2
231.8840798185941,232.37169886621317,55,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231.4545106575964,232.16271927437643,82,81,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231.21070113378687,231.4545106575964,82,78,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,1,1
230.7579120181406,231.21070113378687,81,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
230.5024925170068,230.7579120181406,81,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230.09485941043084,230.40832879818592,62,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230.08324943310657,230.5024925170068,81,90,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229.83943990929706,230.06002947845803,82,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
229.8278299319728,229.83943990929706,70,19,1
229.63046031746032,229.64207029478456,77,32,1
229.63046031746032,229.9787596371882,65,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229.63046031746032,230.17612925170067,55,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229.61885034013605,229.70012018140588,31,45,1,1,1,1,1,1,1
229.38665079365077,229.72334013605442,74,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229.38665079365077,229.39826077097504,70,27,1
229.1660612244898,229.572410430839,72,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.9454716553288,228.95708163265306,77,20,1
228.9454716553288,229.63046031746032,65,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.72488208616778,228.73649206349205,62,30,1
228.71327210884354,229.38665079365077,74,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1
228.71327210884354,229.06157142857143,70,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.70166213151927,228.84098185941042,58,35,1,1,1,1,1,1,1,1,1,1,1,1
228.51590249433104,228.77132199546483,72,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.5042925170068,228.51590249433104,62,23,1
228.31724897959185,228.5971723356009,39,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.2940290249433,228.30563900226758,77,24,1
228.2940290249433,228.456568707483,67,47,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1
228.2940290249433,228.72488208616778,65,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.2940290249433,228.5042925170068,58,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.2940290249433,229.63046031746032,55,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.2940290249433,228.6203922902494,46,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.17792925170068,228.27080907029477,86,60,2,2,2,2,2,1,1,1
228.0734394557823,228.08504943310658,70,25,1
228.0734394557823,228.2940290249433,58,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.9805596371882,228.17792925170068,86,57,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
227.86445986394557,227.9573396825397,86,49,2,2,2,2,2,2,2,2
227.85284988662133,228.0734394557823,58,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.85284988662133,228.31724897959185,51,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.63226031746032,227.86445986394557,86,39,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
227.63226031746032,228.4217387755102,74,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.62065034013605,228.2940290249433,67,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.17947120181407,227.85284988662133,51,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.1678612244898,227.63226031746032,74,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.9472716553288,226.95888163265306,79,25,1
226.9472716553288,227.62065034013605,67,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.93566167800455,227.1678612244898,74,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.77312199546486,227.13303129251702,58,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.7266820861678,226.77312199546486,58,45,1,1,1,1
226.52931247165532,226.7847319727891,70,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.52931247165532,227.17947120181407,51,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.5060925170068,226.93566167800455,74,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.28421904761905,226.34226893424037,62,33,1,1,1,1,1
226.26099909297054,226.5060925170068,74,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.06362947845807,226.15650929705217,65,49,1,1,1,1,1,1,1,1
226.06362947845807,226.58736235827664,55,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.81981995464855,226.2145591836735,70,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.59923038548754,225.81981995464855,69,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.59923038548754,225.6108403628118,62,26,1
225.40186077097508,225.66889024943313,67,37,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,1
225.3902507936508,225.40186077097508,77,17,1
225.3902507936508,225.41347074829935,74,39,1,1
225.3902507936508,225.81981995464855,65,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.3902507936508,226.06362947845807,55,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.1696612244898,225.5179605442177,70,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1
225.1696612244898,225.27415102040817,67,36,1,1,1,1,1,1,1,1,1
224.94907165532882,224.96068163265306,62,33,1
224.93746167800455,225.1696612244898,69,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.72848208616782,224.914241723356,77,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.72848208616782,224.74009206349209,74,20,-5
224.72848208616782,224.74009206349209,67,21,-5
224.72848208616782,225.13483129251702,65,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.72848208616782,225.3902507936508,55,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.72848208616782,224.84458185941045,53,58,1,1,1,1,1,1,1,1,1,1
224.49628253968254,224.5078925170068,84,23,2
224.49628253968254,225.06517142857143,72,58,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.49628253968254,224.83297188208618,60,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.27440907029478,224.28601904761905,77,24,1
224.27440907029478,224.65882222222223,70,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.27440907029478,224.72848208616782,65,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.27440907029478,224.72848208616782,53,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.06542947845804,224.27440907029478,69,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.8564498866213,224.3556789115646,81,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.8564498866213,223.86805986394558,72,23,1
223.8564498866213,224.49628253968254,60,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.8564498866213,224.27440907029478,53,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.84483990929704,224.06542947845804,69,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.84483990929704,224.27440907029478,65,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.62425034013606,223.6358603174603,72,22,1
223.62425034013606,223.7984,65,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.62425034013606,223.8564498866213,53,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.41527074829932,223.7635700680272,69,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.40366077097505,223.8564498866213,82,63,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1
223.40366077097505,223.41527074829932,70,20,-2
223.20629115646258,223.8564498866213,60,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.9740916099773,223.7984,77,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.9740916099773,223.36883083900227,72,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.9740916099773,223.62425034013606,53,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.96248163265307,223.62425034013606,65,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.9508716553288,223.34561088435373,84,51,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
222.74189206349206,222.90443174603175,82,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.53291247165532,222.5445224489796,77,23,1
222.53291247165532,222.5445224489796,67,15,-5
222.53291247165532,222.96248163265307,65,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.53291247165532,222.98570158730158,55,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.3110390022676,222.32264897959183,82,21,1
222.29942902494332,222.89282176870748,74,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.29942902494332,222.67223219954647,70,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.28781904761905,222.4967986394558,62,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.07883945578232,222.32264897959183,72,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.86985986394558,222.03239954648527,77,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.86985986394558,222.27620907029478,65,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.63766031746033,221.6492702947846,77,17,1
221.63766031746033,221.95112970521544,70,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.63766031746033,222.53291247165532,55,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.62605034013606,222.29942902494332,74,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.44029070294786,221.5215605442177,62,42,1,1,1,1,1,1,1
221.40546077097505,221.71893015873016,72,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.19648117913832,221.2080911564626,77,26,1
221.18487120181408,221.19648117913832,67,26,1
221.18487120181408,221.60283038548752,65,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.18487120181408,221.25453106575964,58,44,1,1,1,1,1,1
221.18487120181408,221.63766031746033,55,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220.96428163265307,220.97589160997734,77,18,1
220.96428163265307,221.2429210884354,74,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220.96428163265307,221.18487120181408,58,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220.74369206349206,220.75530204081633,70,21,1
220.72047210884355,220.73208208616782,70,17,-8
220.72047210884355,220.73208208616782,63,14,-2
